area_type,availability,location,bhk,total_sqft,bath,balcony,price,price_per_sqft,sqft_per_bhk
Super built-up  Area,18-Aug,kudlu gate,1,703.0,1.0,1.0,52.0,7396.870554765292,703.0
Super built-up  Area,Ready To Move,bellandur,2,1195.0,2.0,2.0,51.0,4267.782426778243,597.5
Super built-up  Area,Ready To Move,narayanapura,2,1302.0,2.0,1.0,69.1,5307.219662058371,651.0
Super built-up  Area,19-Aug,begur road,3,1583.0,3.0,1.0,74.4,4699.936828806065,527.6666666666666
Super built-up  Area,18-Aug,kammasandra,3,1385.0,2.0,2.0,34.63,2500.361010830325,461.6666666666667
Super built-up  Area,Ready To Move,whitefield,4,3262.0,4.0,2.0,260.0,7970.570202329859,815.5
Built-up  Area,18-Jan,electronic city,3,1600.0,3.0,2.0,104.0,6500.0,533.3333333333334
Super built-up  Area,Ready To Move,old airport road,2,1150.0,2.0,1.0,90.0,7826.086956521739,575.0
Super built-up  Area,Ready To Move,sarjapur  road,2,1263.0,2.0,1.0,78.0,6175.771971496437,631.5
Super built-up  Area,20-May,kanakpura road,2,1299.0,2.0,2.0,85.0,6543.4949961508855,649.5
Super built-up  Area,Ready To Move,banashankari,2,1330.0,2.0,1.0,78.0,5864.661654135339,665.0
Super built-up  Area,18-Apr,devanahalli,3,1282.0,2.0,2.0,52.43,4089.703588143526,427.3333333333333
Built-up  Area,Ready To Move,bannerghatta road,3,1600.0,3.0,2.0,95.0,5937.5,533.3333333333334
Built-up  Area,Ready To Move,hebbal,2,919.0,2.0,1.0,49.0,5331.882480957563,459.5
Plot  Area,18-May,margondanahalli,3,1625.0,3.0,0.0,80.0,4923.076923076923,541.6666666666666
Super built-up  Area,Ready To Move,gunjur,2,1195.0,2.0,2.0,44.0,3682.0083682008367,597.5
Super built-up  Area,Ready To Move,yelenahalli,2,1159.0,2.0,1.0,60.0,5176.8766177739435,579.5
Super built-up  Area,20-Jun,whitefield,3,1386.0,3.0,1.0,57.46,4145.743145743146,462.0
Super built-up  Area,Ready To Move,harlur,2,1197.0,2.0,1.0,79.0,6599.832915622389,598.5
Super built-up  Area,18-Dec,old airport road,4,2690.0,4.0,3.0,191.0,7100.371747211896,672.5
Super built-up  Area,Ready To Move,jigani,4,4303.5,4.0,0.0,226.0,5251.539444638085,1075.875
Super built-up  Area,18-May,bommasandra,3,1295.0,2.0,1.0,50.28,3882.6254826254826,431.6666666666667
Super built-up  Area,21-Dec,whitefield,2,1132.0,2.0,1.0,79.28,7003.533568904593,566.0
Super built-up  Area,19-Dec,hebbal,3,1645.0,3.0,2.0,135.0,8206.686930091186,548.3333333333334
Super built-up  Area,18-Nov,whitefield,2,1200.0,2.0,1.0,45.84,3820.0,600.0
Plot  Area,Ready To Move,whitefield,4,3000.0,4.0,0.0,330.0,11000.0,750.0
Super built-up  Area,Ready To Move,marathahalli,3,1937.0,3.0,2.0,140.0,7227.671657201859,645.6666666666666
Super built-up  Area,Ready To Move,doddathoguru,2,1015.0,2.0,2.0,33.5,3300.4926108374384,507.5
Super built-up  Area,Ready To Move,kathriguppe,3,1350.0,2.0,2.0,80.99,5999.259259259258,450.0
Super built-up  Area,18-Aug,kengeri satellite town,3,1149.0,2.0,2.0,29.0,2523.933855526545,383.0
Super built-up  Area,Ready To Move,kothanur,2,1185.0,2.0,2.0,59.0,4978.9029535864975,592.5
Super built-up  Area,Ready To Move,domlur,3,1720.0,3.0,1.0,135.0,7848.837209302325,573.3333333333334
Super built-up  Area,Ready To Move,hebbal,3,2080.0,3.0,3.0,175.0,8413.461538461539,693.3333333333334
Plot  Area,Ready To Move,tindlu,3,1500.0,3.0,1.0,87.0,5800.0,500.0
Super built-up  Area,Ready To Move,yelahanka,3,1566.0,3.0,2.0,97.0,6194.125159642401,522.0
Super built-up  Area,Ready To Move,rajaji nagar,3,2386.0,3.0,0.0,334.0,13998.323554065382,795.3333333333334
Super built-up  Area,Ready To Move,kr puram,2,1290.0,2.0,1.0,49.02,3800.0,645.0
Super built-up  Area,18-May,electronic city phase ii,3,1400.0,2.0,2.0,40.43,2887.8571428571427,466.6666666666667
Super built-up  Area,Ready To Move,whitefield,2,1140.0,2.0,2.0,39.0,3421.0526315789475,570.0
Super built-up  Area,21-Jun,tumkur road,3,1343.5,3.0,0.0,57.76,4299.218459248233,447.8333333333333
Built-up  Area,Ready To Move,banashankari stage iii,4,2000.0,4.0,0.0,100.0,5000.0,500.0
Built-up  Area,Ready To Move,kaval byrasandra,2,1100.0,2.0,1.0,46.0,4181.818181818182,550.0
Super built-up  Area,18-Apr,bannerghatta,3,1618.0,3.0,1.0,68.0,4202.719406674907,539.3333333333334
Super built-up  Area,18-Oct,whitefield,4,2830.0,5.0,2.0,160.0,5653.7102473498235,707.5
Super built-up  Area,Ready To Move,uttarahalli,3,1315.0,2.0,2.0,74.0,5627.376425855513,438.3333333333333
Super built-up  Area,Ready To Move,anandapura,2,1141.0,2.0,1.0,42.75,3746.7134092900965,570.5
Super built-up  Area,Ready To Move,aecs layout,2,1080.0,2.0,2.0,55.0,5092.592592592592,540.0
Super built-up  Area,Ready To Move,hbr layout,2,1200.0,2.0,2.0,60.0,5000.0,600.0
Super built-up  Area,Ready To Move,varthur,2,1111.0,2.0,2.0,41.88,3769.57695769577,555.5
Super built-up  Area,Ready To Move,ngr layout,2,1022.0,2.0,1.0,45.9,4491.19373776908,511.0
Super built-up  Area,Ready To Move,bannerghatta road,2,1275.0,2.0,2.0,65.0,5098.0392156862745,637.5
Super built-up  Area,Ready To Move,rachenahalli,2,1224.0,2.0,3.0,39.2,3202.614379084968,612.0
Super built-up  Area,Ready To Move,battarahalli,2,1135.0,2.0,3.0,43.0,3788.546255506608,567.5
Super built-up  Area,Ready To Move,rachenahalli,2,1050.0,2.0,2.0,52.1,4961.9047619047615,525.0
Super built-up  Area,Ready To Move,kudlu gate,3,1535.0,3.0,2.0,86.0,5602.605863192182,511.6666666666667
Super built-up  Area,17-Nov,nagavarapalya,2,1392.0,2.0,1.0,130.0,9339.080459770115,696.0
Super built-up  Area,Ready To Move,bellandur,2,1050.0,2.0,2.0,72.0,6857.142857142857,525.0
Super built-up  Area,19-Jun,hosa road,3,1513.0,3.0,1.0,103.0,6807.666886979511,504.3333333333333
Super built-up  Area,Ready To Move,gottigere,3,1621.0,3.0,3.0,72.0,4441.702652683529,540.3333333333334
Super built-up  Area,Ready To Move,bannerghatta road,2,892.0,2.0,1.0,39.0,4372.197309417041,446.0
Super built-up  Area,Ready To Move,whitefield,2,1205.0,2.0,1.0,40.0,3319.5020746887967,602.5
Super built-up  Area,18-Dec,hebbal,3,1355.0,3.0,2.0,83.87,6189.667896678967,451.6666666666667
Super built-up  Area,Ready To Move,indira nagar,2,1400.0,2.0,2.0,168.0,12000.0,700.0
Super built-up  Area,18-Nov,kengeri,2,726.0,2.0,1.0,35.0,4820.936639118458,363.0
Super built-up  Area,Ready To Move,hebbal,4,3895.0,4.0,2.0,405.0,10397.946084724004,973.75
Super built-up  Area,18-Dec,horamavu agara,2,1079.0,2.0,2.0,41.0,3799.8146431881373,539.5
Super built-up  Area,Ready To Move,begur road,2,1170.0,2.0,2.0,46.0,3931.6239316239316,585.0
Super built-up  Area,Ready To Move,doddathoguru,2,1104.0,2.0,2.0,39.0,3532.608695652174,552.0
Super built-up  Area,Ready To Move,kanakpura road,2,950.0,2.0,1.0,45.0,4736.8421052631575,475.0
Built-up  Area,Ready To Move,hormavu,4,4818.0,4.0,3.0,390.0,8094.64508094645,1204.5
Super built-up  Area,21-May,kogilu,3,1559.0,3.0,2.0,127.0,8146.247594611931,519.6666666666666
Super built-up  Area,Ready To Move,benson town,3,1750.0,3.0,3.0,150.0,8571.42857142857,583.3333333333334
Super built-up  Area,18-Jul,ramagondanahalli,2,1215.0,2.0,1.0,45.5,3744.855967078189,607.5
Super built-up  Area,21-Feb,talaghattapura,3,1868.0,3.0,1.0,135.0,7226.980728051391,622.6666666666666
Built-up  Area,18-Dec,electronic city,2,1130.0,2.0,1.0,32.63,2887.610619469027,565.0
Super built-up  Area,Ready To Move,kanakpura road,3,1570.0,3.0,3.0,64.5,4108.28025477707,523.3333333333334
Super built-up  Area,Ready To Move,sarjapur  road,3,1691.0,3.0,1.0,98.0,5795.38734476641,563.6666666666666
Built-up  Area,Ready To Move,ardendale,5,4355.0,3.0,1.0,350.0,8036.739380022962,871.0
Super built-up  Area,17-Oct,hulimavu,2,1225.0,2.0,2.0,55.0,4489.7959183673465,612.5
Super built-up  Area,Ready To Move,jp nagar,3,1690.0,3.0,2.0,112.0,6627.218934911242,563.3333333333334
Super built-up  Area,Ready To Move,thigalarapalya,2,1418.0,2.0,2.0,103.0,7263.7517630465445,709.0
Super built-up  Area,Ready To Move,kasturi nagar,4,1896.0,3.0,1.0,125.0,6592.827004219409,474.0
Super built-up  Area,17-Sep,sonnenahalli,1,605.0,1.0,1.0,40.0,6611.570247933884,605.0
Super built-up  Area,Ready To Move,electronic city phase ii,2,900.0,2.0,2.0,32.5,3611.1111111111113,450.0
Super built-up  Area,Ready To Move,ananth nagar,2,908.0,2.0,1.0,26.0,2863.4361233480176,454.0
Built-up  Area,18-May,sarjapur  road,4,3416.5,6.0,0.0,143.0,4185.570027806234,854.125
Super built-up  Area,Ready To Move,thanisandra,4,3216.0,4.0,1.0,226.0,7027.363184079602,804.0
Plot  Area,Ready To Move,beml layout,5,2400.0,4.0,1.0,225.0,9375.0,480.0
Built-up  Area,Ready To Move,iblur village,2,1400.0,2.0,2.0,68.0,4857.142857142857,700.0
Super built-up  Area,Ready To Move,kudlu,2,1092.0,2.0,2.0,44.0,4029.3040293040294,546.0
Super built-up  Area,Ready To Move,hulimavu,2,1255.0,2.0,2.0,74.0,5896.414342629482,627.5
Built-up  Area,Ready To Move,electronic city,3,1500.0,2.0,1.0,100.0,6666.666666666667,500.0
Super built-up  Area,18-Feb,thanisandra,2,1296.0,2.0,2.0,72.0,5555.555555555556,648.0
Super built-up  Area,Ready To Move,horamavu banaswadi,2,925.0,2.0,3.0,38.0,4108.108108108108,462.5
Built-up  Area,Ready To Move,raja rajeshwari nagar,2,1023.0,2.0,2.0,42.0,4105.571847507332,511.5
Super built-up  Area,18-May,thanisandra,2,1020.0,2.0,1.0,44.5,4362.745098039216,510.0
Super built-up  Area,17-Jul,choodasandra,3,1530.0,3.0,2.0,77.0,5032.679738562091,510.0
Super built-up  Area,Ready To Move,gubbalala,3,1650.0,3.0,2.0,71.0,4303.030303030303,550.0
Super built-up  Area,Ready To Move,hosakerehalli,2,1925.0,2.0,1.0,50.0,2597.4025974025976,962.5
Super built-up  Area,Ready To Move,kogilu,2,1190.0,2.0,2.0,50.66,4257.142857142857,595.0
Super built-up  Area,Ready To Move,jakkur,3,1374.0,3.0,2.0,68.0,4949.0538573508,458.0
Built-up  Area,Ready To Move,6th phase jp nagar,2,1140.0,2.0,2.0,65.0,5701.754385964912,570.0
Super built-up  Area,Ready To Move,green glen layout,3,1725.0,3.0,2.0,130.0,7536.231884057971,575.0
Super built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2.0,1.0,50.0,4651.162790697675,358.3333333333333
Super built-up  Area,Ready To Move,kannamangala,3,1574.0,3.0,1.0,93.34,5930.114358322745,524.6666666666666
Built-up  Area,Ready To Move,sanjay nagar,1,965.0,1.0,1.0,32.0,3316.062176165803,965.0
Super built-up  Area,Ready To Move,marathahalli,3,1550.0,3.0,2.0,83.0,5354.8387096774195,516.6666666666666
Super built-up  Area,Ready To Move,kambipura,3,1082.0,2.0,1.0,55.0,5083.179297597043,360.6666666666667
Super built-up  Area,Ready To Move,uttarahalli,3,1215.0,2.0,2.0,52.85,4349.794238683127,405.0
Super built-up  Area,Ready To Move,hebbal,4,2483.0,5.0,2.0,230.0,9262.988320579943,620.75
Super built-up  Area,Ready To Move,ardendale,4,3198.0,4.0,0.0,250.0,7817.385866166354,799.5
Super built-up  Area,Ready To Move,kanakpura road,3,1452.0,3.0,3.0,60.98,4199.724517906336,484.0
Super built-up  Area,18-Apr,electronic city phase ii,3,1329.0,2.0,2.0,41.0,3085.0263355906695,443.0
Built-up  Area,Ready To Move,sarjapur  road,3,1350.0,3.0,3.0,39.97,2960.740740740741,450.0
Super built-up  Area,Ready To Move,uttarahalli,3,1312.5,3.0,0.0,51.19,3900.190476190476,437.5
Super built-up  Area,19-Oct,hebbal,3,2600.0,3.0,2.0,195.0,7500.0,866.6666666666666
Built-up  Area,18-Dec,electronic city phase ii,3,1220.0,3.0,1.0,35.23,2887.7049180327863,406.6666666666667
Super built-up  Area,Ready To Move,pai layout,2,1255.0,2.0,1.0,80.0,6374.501992031873,627.5
Super built-up  Area,Ready To Move,somasundara palya,2,1329.0,2.0,2.0,70.0,5267.11813393529,664.5
Plot  Area,Ready To Move,chandapura,2,1200.0,2.0,1.0,60.0,5000.0,600.0
Super built-up  Area,Ready To Move,murugeshpalya,3,2135.0,3.0,2.0,160.0,7494.145199063232,711.6666666666666
Plot  Area,Ready To Move,doddaballapur,3,3876.0,3.0,1.0,300.0,7739.938080495356,1292.0
Super built-up  Area,Ready To Move,kalena agrahara,2,800.0,2.0,2.0,30.0,3750.0,400.0
Super built-up  Area,Ready To Move,hormavu,3,1500.0,3.0,3.0,70.0,4666.666666666667,500.0
Super built-up  Area,Ready To Move,bannerghatta road,3,1880.0,3.0,2.0,95.0,5053.191489361702,626.6666666666666
Super built-up  Area,Ready To Move,electronic city,3,1440.0,2.0,2.0,55.0,3819.4444444444443,480.0
Super built-up  Area,Ready To Move,akshaya nagar,3,1575.0,3.0,0.0,90.0,5714.285714285715,525.0
Super built-up  Area,Ready To Move,yelahanka,3,1180.0,3.0,1.0,55.0,4661.016949152542,393.3333333333333
Super built-up  Area,Ready To Move,ngr layout,2,1020.0,2.0,2.0,48.45,4750.0,510.0
Super built-up  Area,18-Mar,varthur,2,1097.0,2.0,1.0,33.82,3082.9535095715587,548.5
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1070.0,2.0,1.0,50.0,4672.897196261682,535.0
Super built-up  Area,Ready To Move,kumaraswami layout,2,1000.0,2.0,1.0,58.0,5800.0,500.0
Built-up  Area,Ready To Move,frazer town,3,1900.0,4.0,2.0,145.0,7631.578947368421,633.3333333333334
Built-up  Area,Ready To Move,jigani,2,937.0,2.0,1.0,44.0,4695.837780149413,468.5
Built-up  Area,Ready To Move,green glen layout,2,1075.0,2.0,1.0,60.0,5581.395348837209,537.5
Super built-up  Area,18-Feb,panathur,2,1000.0,2.0,1.0,65.3,6530.0,500.0
Super built-up  Area,Ready To Move,kasavanhalli,3,1450.0,3.0,0.0,77.41,5338.620689655172,483.3333333333333
Super built-up  Area,Ready To Move,babusapalaya,2,1050.0,2.0,3.0,45.0,4285.714285714285,525.0
Super built-up  Area,Ready To Move,marathahalli,2,1350.0,2.0,1.0,86.0,6370.37037037037,675.0
Super built-up  Area,Ready To Move,mallasandra,2,1325.0,2.0,1.0,70.0,5283.018867924528,662.5
Super built-up  Area,18-Apr,devanahalli,2,1174.0,2.0,1.0,59.0,5025.553662691653,587.0
Super built-up  Area,Ready To Move,hosur road,3,1890.0,3.0,2.0,162.0,8571.42857142857,630.0
Super built-up  Area,Ready To Move,gottigere,3,1304.0,3.0,3.0,80.0,6134.9693251533745,434.6666666666667
Built-up  Area,Ready To Move,yelahanka,3,1653.0,3.0,2.0,120.0,7259.528130671506,551.0
Super built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2.0,1.0,52.0,4837.209302325581,358.3333333333333
Super built-up  Area,Ready To Move,7th phase jp nagar,2,1212.0,3.0,1.0,42.0,3465.3465346534654,606.0
Super built-up  Area,Ready To Move,rajaji nagar,4,3436.0,6.0,3.0,500.0,14551.804423748545,859.0
Super built-up  Area,Ready To Move,billekahalli,2,1140.0,2.0,2.0,50.0,4385.964912280701,570.0
Super built-up  Area,Ready To Move,kudlu gate,3,1532.0,3.0,2.0,83.0,5417.754569190601,510.6666666666667
Plot  Area,Ready To Move,doddaballapur,3,2776.0,4.0,2.0,195.0,7024.495677233429,925.3333333333334
Super built-up  Area,Ready To Move,padmanabhanagar,3,1531.0,2.0,0.0,75.0,4898.758981058132,510.3333333333333
Super built-up  Area,Ready To Move,poorna pragna layout,3,1270.0,2.0,2.0,50.79,3999.212598425197,423.3333333333333
Super built-up  Area,18-Dec,uttarahalli,2,1325.0,2.0,1.0,53.0,4000.0,662.5
Super built-up  Area,17-Apr,electronic city,3,1156.0,2.0,2.0,44.0,3806.2283737024222,385.3333333333333
Plot  Area,Ready To Move,r.t. nagar,4,2000.0,4.0,2.0,320.0,16000.0,500.0
Super built-up  Area,Ready To Move,bannerghatta road,2,1260.0,2.0,2.0,70.0,5555.555555555556,630.0
Super built-up  Area,Ready To Move,vittasandra,2,1934.0,2.0,0.0,90.0,4653.567735263702,967.0
Super built-up  Area,Ready To Move,malleshpalya,2,1060.0,2.0,1.0,40.0,3773.5849056603774,530.0
Super built-up  Area,Ready To Move,kasavanhalli,3,1476.0,3.0,1.0,95.0,6436.314363143631,492.0
Super built-up  Area,Ready To Move,murugeshpalya,2,1185.0,2.0,1.0,85.0,7172.995780590717,592.5
Built-up  Area,Ready To Move,epip zone,2,1280.0,2.0,1.0,69.0,5390.625,640.0
Built-up  Area,Ready To Move,hulimavu,2,1175.0,2.0,0.0,45.0,3829.7872340425533,587.5
Super built-up  Area,Ready To Move,whitefield,2,1195.0,2.0,1.0,70.0,5857.740585774059,597.5
Super built-up  Area,Ready To Move,ulsoor,3,2000.0,3.0,3.0,185.0,9250.0,666.6666666666666
Super built-up  Area,Ready To Move,hosur road,2,1180.0,2.0,2.0,36.5,3093.2203389830506,590.0
Super built-up  Area,Ready To Move,jakkur,2,1050.0,2.0,1.0,49.87,4749.523809523809,525.0
Built-up  Area,18-Dec,electronic city,3,1400.0,2.0,1.0,40.44,2888.5714285714284,466.6666666666667
Built-up  Area,Ready To Move,subramanyapura,2,929.0,2.0,1.0,48.0,5166.846071044133,464.5
Super built-up  Area,Ready To Move,jigani,3,1252.0,3.0,3.0,61.0,4872.20447284345,417.3333333333333
Built-up  Area,Ready To Move,green glen layout,3,1485.0,3.0,2.0,115.0,7744.107744107744,495.0
Super built-up  Area,Ready To Move,electronics city phase 1,3,1124.0,2.0,2.0,55.0,4893.238434163701,374.6666666666667
Plot  Area,Ready To Move,tc palaya,6,2400.0,6.0,3.0,370.0,15416.666666666666,400.0
Built-up  Area,Ready To Move,indira nagar,3,1407.0,3.0,1.0,120.0,8528.784648187633,469.0
Super built-up  Area,19-Mar,hennur road,3,1482.0,2.0,3.0,97.0,6545.209176788124,494.0
Super built-up  Area,Ready To Move,sector 7 hsr layout,2,1163.0,2.0,1.0,98.86,8500.42992261393,581.5
Super built-up  Area,Ready To Move,jalahalli,3,1570.0,3.0,2.0,140.0,8917.197452229299,523.3333333333334
Super built-up  Area,18-Feb,whitefield,3,3480.0,4.0,0.0,284.0,8160.919540229885,1160.0
Super built-up  Area,19-Sep,chandapura,1,520.0,1.0,1.0,14.04,2700.0,520.0
Super built-up  Area,Ready To Move,prithvi layout,2,1352.0,2.0,2.0,75.0,5547.337278106509,676.0
Super built-up  Area,18-Apr,electronic city,2,1152.0,2.0,1.0,65.0,5642.361111111111,576.0
Super built-up  Area,Ready To Move,hegde nagar,3,1965.0,4.0,2.0,125.0,6361.323155216285,655.0
Super built-up  Area,18-Apr,marathahalli,2,957.0,2.0,1.0,47.0,4911.180773249739,478.5
Super built-up  Area,Ready To Move,hoskote,3,1740.0,3.0,3.0,60.0,3448.2758620689656,580.0
Super built-up  Area,Ready To Move,neeladri nagar,2,1060.0,2.0,0.0,35.0,3301.8867924528304,530.0
Super built-up  Area,18-May,ramamurthy nagar,2,1150.0,2.0,2.0,51.0,4434.782608695652,575.0
Super built-up  Area,Ready To Move,whitefield,3,1738.0,2.0,3.0,79.0,4545.454545454545,579.3333333333334
Super built-up  Area,18-May,bommanahalli,3,1250.0,3.0,2.0,55.0,4400.0,416.6666666666667
Built-up  Area,Ready To Move,bannerghatta road,3,1788.0,3.0,2.0,90.0,5033.557046979866,596.0
Super built-up  Area,19-Dec,kanakapura,2,1151.0,2.0,1.0,59.0,5125.977410947003,575.5
Super built-up  Area,Ready To Move,uttarahalli,3,1300.0,2.0,2.0,60.0,4615.384615384615,433.3333333333333
Super built-up  Area,Ready To Move,garudachar palya,2,1150.0,2.0,1.0,52.8,4591.304347826087,575.0
Super built-up  Area,19-Jun,hebbal,3,1645.0,3.0,2.0,117.0,7112.462006079028,548.3333333333334
Super built-up  Area,Ready To Move,babusapalaya,2,1141.0,2.0,1.0,45.9,4022.787028921998,570.5
Super built-up  Area,Ready To Move,7th phase jp nagar,2,1175.0,2.0,2.0,82.5,7021.276595744681,587.5
Super built-up  Area,Ready To Move,banashankari stage v,3,1355.0,2.0,1.0,61.0,4501.845018450184,451.6666666666667
Built-up  Area,Ready To Move,dasarahalli,2,1150.0,2.0,0.0,70.0,6086.95652173913,575.0
Super built-up  Area,20-Jan,balagere,2,1007.0,2.0,1.0,65.0,6454.816285998014,503.5
Super built-up  Area,Ready To Move,kothanur,3,1436.0,3.0,3.0,70.0,4874.651810584958,478.6666666666667
Super built-up  Area,Ready To Move,marathahalli,4,4000.0,4.0,3.0,220.0,5500.0,1000.0
Built-up  Area,Ready To Move,somasundara palya,3,2372.0,3.0,0.0,140.0,5902.192242833053,790.6666666666666
Plot  Area,Ready To Move,rajaji nagar,2,1200.0,2.0,0.0,150.0,12500.0,600.0
Super built-up  Area,18-Mar,rayasandra,2,1016.0,2.0,1.0,58.0,5708.6614173228345,508.0
Super built-up  Area,Ready To Move,dodda nekkundi,2,1100.0,2.0,2.0,48.0,4363.636363636364,550.0
Super built-up  Area,Ready To Move,electronic city,2,1070.0,2.0,1.0,60.0,5607.476635514019,535.0
Super built-up  Area,Ready To Move,kadubeesanahalli,3,1532.0,3.0,1.0,115.0,7506.527415143603,510.6666666666667
Super built-up  Area,Ready To Move,hennur,2,1040.0,2.0,2.0,42.12,4050.0,520.0
Super built-up  Area,21-Jun,tumkur road,2,1137.5,2.0,0.0,48.905,4299.340659340659,568.75
Super built-up  Area,Ready To Move,thanisandra,3,1430.0,2.0,2.0,51.6,3608.3916083916083,476.6666666666667
Plot  Area,Ready To Move,rajaji nagar,2,1160.0,1.0,0.0,163.0,14051.724137931034,580.0
Super built-up  Area,Ready To Move,itpl,4,3262.0,5.0,2.0,205.0,6284.488044144697,815.5
Super built-up  Area,Ready To Move,hrbr layout,2,1210.0,2.0,1.0,75.0,6198.347107438017,605.0
Super built-up  Area,Ready To Move,rachenahalli,2,1050.0,2.0,2.0,53.5,5095.238095238095,525.0
Super built-up  Area,21-Mar,hebbal,2,1251.0,2.0,1.0,88.73,7092.725819344524,625.5
Super built-up  Area,Ready To Move,hsr layout,3,1600.0,2.0,2.0,115.0,7187.5,533.3333333333334
Super built-up  Area,18-Apr,electronic city,2,1128.0,2.0,1.0,65.5,5806.737588652482,564.0
Super built-up  Area,Ready To Move,budigere,3,1820.0,3.0,2.0,93.0,5109.89010989011,606.6666666666666
Super built-up  Area,Ready To Move,thigalarapalya,3,2072.0,4.0,2.0,159.0,7673.745173745174,690.6666666666666
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3,1510.0,2.0,3.0,59.0,3907.2847682119204,503.3333333333333
Super built-up  Area,Ready To Move,hoodi,3,1925.0,2.0,3.0,114.0,5922.077922077922,641.6666666666666
Plot  Area,Ready To Move,hennur road,3,2651.0,2.0,2.0,225.0,8487.36325914749,883.6666666666666
Super built-up  Area,Ready To Move,thigalarapalya,3,2072.0,4.0,2.0,147.0,7094.594594594595,690.6666666666666
Super built-up  Area,Ready To Move,kumaraswami layout,2,1000.0,2.0,2.0,36.0,3600.0,500.0
Plot  Area,Ready To Move,kr puram,3,1752.0,3.0,2.0,145.0,8276.255707762557,584.0
Super built-up  Area,Ready To Move,sahakara nagar,2,960.0,2.0,3.0,56.0,5833.333333333333,480.0
